tissue,cell_type,gene
other,Invasive spongiotrophoblast,TRAP1A
other,Langerhans cell,ALCAM
other,Langerhans cell,ANK
other,Langerhans cell,ANXA1
other,Langerhans cell,ANXA2
other,Langerhans cell,APRT
other,Langerhans cell,ARL4C
other,Langerhans cell,ATOX1
other,Langerhans cell,CD52
other,Langerhans cell,CD72
other,Langerhans cell,CD74
other,Langerhans cell,CD9
other,Langerhans cell,CDH1
other,Langerhans cell,COX7A2L
other,Langerhans cell,CREB5
other,Langerhans cell,CSF2RB
other,Langerhans cell,CST3
other,Langerhans cell,CTSH
other,Langerhans cell,CXCL16
other,Langerhans cell,CYTIP
other,Langerhans cell,DOK3
other,Langerhans cell,DPYSL2
other,Langerhans cell,EPCAM
other,Langerhans cell,F11R
other,Langerhans cell,FOSB
other,Langerhans cell,GABARAPL2
other,Langerhans cell,GLIPR1
other,Langerhans cell,GM2A
other,Langerhans cell,GPR141
other,Langerhans cell,GRASP
other,Langerhans cell,GSN
other,Langerhans cell,H2-AA
other,Langerhans cell,H2-AB1
other,Langerhans cell,H2-DMA
other,Langerhans cell,H2-DMB1
other,Langerhans cell,H2-DMB2
other,Langerhans cell,H2-EB1
other,Langerhans cell,H2AFY
other,Langerhans cell,H2AFZ
other,Langerhans cell,HAVCR2
other,Langerhans cell,HEPACAM2
other,Langerhans cell,HERPUD1
other,Langerhans cell,IL1R2
other,Langerhans cell,ITGAX
other,Langerhans cell,JAK2
other,Langerhans cell,KLRB1B
other,Langerhans cell,KLRD1
other,Langerhans cell,LGALS3
other,Langerhans cell,LMNA
other,Langerhans cell,MAFF
other,Langerhans cell,MALT1
other,Langerhans cell,MMP12
other,Langerhans cell,MPC1
other,Langerhans cell,MPP6
other,Langerhans cell,NAP1L1
other,Langerhans cell,NAPSA
other,Langerhans cell,NCEH1
other,Langerhans cell,PAK1
other,Langerhans cell,PKIB
other,Langerhans cell,PLP2
other,Langerhans cell,PRDX6
other,Langerhans cell,PTK2B
other,Langerhans cell,PTMS
other,Langerhans cell,PXDC1
other,Langerhans cell,RALA
other,Langerhans cell,RASGEF1B
other,Langerhans cell,RPL10
other,Langerhans cell,RPL11
other,Langerhans cell,RPL14
other,Langerhans cell,RPL15
other,Langerhans cell,RPL3
other,Langerhans cell,RPL35
other,Langerhans cell,RPL37
other,Langerhans cell,RPL4
other,Langerhans cell,RPLP0
other,Langerhans cell,RPS6
other,Langerhans cell,RUNX3
other,Langerhans cell,S100A11
other,Langerhans cell,S100A4
other,Langerhans cell,SCIMP
other,Langerhans cell,SDF2L1
other,Langerhans cell,SH3BGRL3
other,Langerhans cell,SKAP2
other,Langerhans cell,SLAMF7
other,Langerhans cell,SMIM14
other,Langerhans cell,SMIM3
other,Langerhans cell,SNX20
other,Langerhans cell,SPINT1
other,Langerhans cell,SUB1
other,Langerhans cell,SYNGR2
other,Langerhans cell,TBC1D4
other,Langerhans cell,TGFBR1
other,Langerhans cell,TM6SF1
other,Langerhans cell,TMEM50B
other,Langerhans cell,VASP
other,Langerhans cell,VIM
other,Langerhans cell,VRK1
other,Langerhans cell,YWHAH
other,Mesothelial cell,ACKR3
other,Mesothelial cell,ADGRD1
other,Mesothelial cell,ANO1
other,Mesothelial cell,AR
other,Mesothelial cell,BCL3
other,Mesothelial cell,C1RA
other,Mesothelial cell,C2
other,Mesothelial cell,CALB2
other,Mesothelial cell,CDH1
other,Mesothelial cell,CDON
other,Mesothelial cell,COBLL1
other,Mesothelial cell,CRLS1
other,Mesothelial cell,DES
other,Mesothelial cell,DPP4
other,Mesothelial cell,DUSP5
other,Mesothelial cell,EFEMP1
other,Mesothelial cell,FBXO33
other,Mesothelial cell,FGF1
other,Mesothelial cell,FLNC
other,Mesothelial cell,FMO2
other,Mesothelial cell,FMOD
other,Mesothelial cell,FRAS1
other,Mesothelial cell,FZD1
other,Mesothelial cell,GBP2
other,Mesothelial cell,GSTA3
other,Mesothelial cell,GSTT1
other,Mesothelial cell,HAS2
other,Mesothelial cell,IL17RE
other,Mesothelial cell,KCNAB1
other,Mesothelial cell,KRT5
other,Mesothelial cell,KRT6A
other,Mesothelial cell,KRT7
other,Mesothelial cell,LGALS7
other,Mesothelial cell,LOX
other,Mesothelial cell,LRRN4
other,Mesothelial cell,ME1
other,Mesothelial cell,ME2
other,Mesothelial cell,MEDAG
other,Mesothelial cell,MIR22HG
other,Mesothelial cell,MMP23
other,Mesothelial cell,MSLN
other,Mesothelial cell,MUC16
other,Mesothelial cell,NPR1
other,Mesothelial cell,OASL2
other,Mesothelial cell,OSR1
other,Mesothelial cell,PCSK6
other,Mesothelial cell,PKHD1L1
other,Mesothelial cell,PTGS2
other,Mesothelial cell,RARRES2
other,Mesothelial cell,RASL11A
other,Mesothelial cell,RND1
other,Mesothelial cell,RSPO1
other,Mesothelial cell,ST3GAL1
other,Mesothelial cell,SULF1
other,Mesothelial cell,THBD
other,Mesothelial cell,TRIM30C
other,Mesothelial cell,TWSG1
other,Mesothelial cell,WT1
other,Nucleus pulposus cell,CA12
other,Nucleus pulposus cell,CD24
other,Nucleus pulposus cell,FOXF1
other,Nucleus pulposus cell,KRT19
other,Nucleus pulposus cell,PAX1
other,Nucleus pulposus cell,PTN
other,Parathyroid chief cell,CASR
other,Parathyroid chief cell,CYP27B1
other,Parathyroid chief cell,FGFR1
other,Parathyroid chief cell,KL
other,Parathyroid chief cell,LRP2
other,Parathyroid chief cell,PTH
other,Parathyroid chief cell,RAB3A
other,Parathyroid chief cell,VDR
other,Salivary mucous cell,CAR6
other,Salivary mucous cell,CNN1
other,Salivary mucous cell,KRT14
other,Salivary mucous cell,KRT17
other,Salivary mucous cell,MUCL1
other,Salivary mucous cell,MUCL2
other,Salivary mucous cell,MYH11
other,Salivary mucous cell,OPRPN
other,Salivary mucous cell,PIP
other,Salivary mucous cell,PROL1
other,Salivary mucous cell,SCGB1B27
other,Salivary mucous cell,SCGB2B26
other,Salivary mucous cell,SCGB2B27
other,Salivary mucous cell,SMGC
other,Salivary mucous cell,THBS1
other,Thymocyte,BCL6
other,Thymocyte,CD1A
other,Thymocyte,CD1D
other,Thymocyte,CD1D1
other,Thymocyte,CD2
other,Thymocyte,CD27
other,Thymocyte,CD28
other,Thymocyte,CD38
other,Thymocyte,CD4
other,Thymocyte,CD5
other,Thymocyte,CD69
other,Thymocyte,CD8A
other,Thymocyte,CD99
other,Thymocyte,CIDEA
other,Thymocyte,CXCR4
other,Thymocyte,EZR
other,Thymocyte,IL2RA
other,Thymocyte,MS4A4B
other,Thymocyte,NOTCH1
other,Thymocyte,SLAMF1
other,Thymocyte,TAGAP
other,Thymocyte,TNF
other,Thymocyte,TSHR
other,Thymocyte,UCP2
other,Type III taste bud cell,AADC
other,Type III taste bud cell,CA4
other,Type III taste bud cell,CAR4
other,Type III taste bud cell,DDC
other,Type III taste bud cell,GAD1
other,Type III taste bud cell,GAD67
other,Type III taste bud cell,NCAM
other,Type III taste bud cell,NCAM1
other,Type III taste bud cell,SNAP25
other,Vomeronasal sensory neuron,B2M
other,Vomeronasal sensory neuron,CALR4
other,Vomeronasal sensory neuron,GNAI2
other,Vomeronasal sensory neuron,GNAO1
other,Vomeronasal sensory neuron,OMP
other,Vomeronasal sensory neuron,TRPC2
ovary,Cumulus cell,ACSBG1
ovary,Cumulus cell,ACTG1
ovary,Cumulus cell,AKR1CL
ovary,Cumulus cell,ALDOA
ovary,Cumulus cell,ATP5B
ovary,Cumulus cell,ATP5F1B
ovary,Cumulus cell,ATP5J
ovary,Cumulus cell,ATP5PF
ovary,Cumulus cell,ATP6V0E2
ovary,Cumulus cell,BEX4
ovary,Cumulus cell,BST2
ovary,Cumulus cell,CARHSP1
ovary,Cumulus cell,CHCHD10
ovary,Cumulus cell,CITED4
ovary,Cumulus cell,CLU
ovary,Cumulus cell,CPE
ovary,Cumulus cell,CST8
ovary,Cumulus cell,CTSL
ovary,Cumulus cell,CYB5A
ovary,Cumulus cell,CYP11A1
ovary,Cumulus cell,DNAJB1
ovary,Cumulus cell,EGR1
ovary,Cumulus cell,EIF1
ovary,Cumulus cell,EPHX2
ovary,Cumulus cell,FDX1
ovary,Cumulus cell,FKBP5
ovary,Cumulus cell,FOS
ovary,Cumulus cell,FOSB
ovary,Cumulus cell,GAPDH
ovary,Cumulus cell,GJA1
ovary,Cumulus cell,GM10288
ovary,Cumulus cell,GM13436
ovary,Cumulus cell,GM14303
ovary,Cumulus cell,GM14586
ovary,Cumulus cell,GM15427
ovary,Cumulus cell,GM5805
ovary,Cumulus cell,GM7536
ovary,Cumulus cell,GM9385
ovary,Cumulus cell,GM9794
ovary,Cumulus cell,GPX3
ovary,Cumulus cell,H3-3B
ovary,Cumulus cell,H3F3B
ovary,Cumulus cell,HSD3B1
ovary,Cumulus cell,HSP90AB1
ovary,Cumulus cell,HSP90B1
ovary,Cumulus cell,HSPA5
ovary,Cumulus cell,HSPA8
ovary,Cumulus cell,HSPD1
ovary,Cumulus cell,HTRA1
ovary,Cumulus cell,ID3
ovary,Cumulus cell,IDH1
ovary,Cumulus cell,IER2
ovary,Cumulus cell,INHA
ovary,Cumulus cell,IVNS1ABP
ovary,Cumulus cell,JUN
ovary,Cumulus cell,LDHB
ovary,Cumulus cell,LHCGR
ovary,Cumulus cell,ME1
ovary,Cumulus cell,MED10
ovary,Cumulus cell,MGARP
ovary,Cumulus cell,MGST1
ovary,Cumulus cell,MIF
ovary,Cumulus cell,MYL12A
ovary,Cumulus cell,NRN1
ovary,Cumulus cell,POLR2L
ovary,Cumulus cell,PRDX2
ovary,Cumulus cell,RGCC
ovary,Cumulus cell,RGS2
ovary,Cumulus cell,RPL10-PS3
ovary,Cumulus cell,RPL23A
ovary,Cumulus cell,RPL28-PS1
ovary,Cumulus cell,RPL37
ovary,Cumulus cell,RPL37A
ovary,Cumulus cell,RPL37RT
ovary,Cumulus cell,RPL39-PS
ovary,Cumulus cell,RPL9
ovary,Cumulus cell,RPS10-PS2
ovary,Cumulus cell,RPS13-PS2
ovary,Cumulus cell,RPS15A
ovary,Cumulus cell,RPS15A-PS6
ovary,Cumulus cell,RPS16-PS2
ovary,Cumulus cell,RPS26-PS1
ovary,Cumulus cell,RPS29
ovary,Cumulus cell,RPS3A1
ovary,Cumulus cell,SCARB1
ovary,Cumulus cell,SCD2
ovary,Cumulus cell,SERPINE2
ovary,Cumulus cell,SERPINH1
ovary,Cumulus cell,SFRP4
ovary,Cumulus cell,SGK1
ovary,Cumulus cell,SLC25A3
ovary,Cumulus cell,SOCS2
ovary,Cumulus cell,SOD1
ovary,Cumulus cell,SQSTM1
ovary,Cumulus cell,TBCA
ovary,Cumulus cell,TCEAL9
ovary,Cumulus cell,TMEM86A
ovary,Cumulus cell,TNNI3
ovary,Cumulus cell,TPT1-PS3
ovary,Cumulus cell,TSC22D1
ovary,Cumulus cell,UBC
ovary,Cumulus cell,WDR89
ovary,Cumulus cell,YWHAQ
ovary,Endothelial cell,CD24
ovary,Endothelial cell,CD31
ovary,Endothelial cell,CDH1
ovary,Endothelial cell,CLDN4
ovary,Endothelial cell,DSP
ovary,Endothelial cell,EPCAM
ovary,Endothelial cell,FLT4
ovary,Endothelial cell,KRT18
ovary,Endothelial cell,KRT19
ovary,Endothelial cell,LYVE-1
ovary,Endothelial cell,LYVE1
ovary,Endothelial cell,OCLN
ovary,Endothelial cell,PDPN
ovary,Endothelial cell,PECAM1
ovary,Endothelial cell,PODOPLANIN
ovary,Endothelial cell,PROX1
ovary,Endothelial cell,VEGFR-3
ovary,Endothelium cell,CD34
ovary,Endothelium cell,CTLA2A
ovary,Endothelium cell,EGFL7
ovary,Endothelium cell,ESAM
ovary,Endothelium cell,H2-D1
ovary,Endothelium cell,ID1
ovary,Endothelium cell,IFITM3
ovary,Endothelium cell,IGFBP7
ovary,Endothelium cell,LY6E
ovary,Endothelium cell,RBP1
ovary,Endothelium cell,SH3BGRL3
ovary,Endothelium cell,TM4SF1
ovary,Epithelial cell,CD24
ovary,Epithelial cell,CDH1
ovary,Epithelial cell,CLDN4
ovary,Epithelial cell,DSP
ovary,Epithelial cell,EPCAM
ovary,Epithelial cell,FOLR1
ovary,Epithelial cell,KRT18
ovary,Epithelial cell,KRT19
ovary,Epithelial cell,OCLN
ovary,Germ cell,ACTRT2
ovary,Germ cell,ACYP1
ovary,Germ cell,ADAM3
ovary,Germ cell,ADAM3A
ovary,Germ cell,AFP
ovary,Germ cell,AKAP4
ovary,Germ cell,AQP11
ovary,Germ cell,ATL3
ovary,Germ cell,BCL2L14
ovary,Germ cell,BMP15
ovary,Germ cell,BRCA1
ovary,Germ cell,C-KIT
ovary,Germ cell,CABS1
ovary,Germ cell,CAMK4
ovary,Germ cell,CATSPERZ
ovary,Germ cell,CCDC30
ovary,Germ cell,CCDC54
ovary,Germ cell,CCDC91
ovary,Germ cell,CDRT4
ovary,Germ cell,CETN1
ovary,Germ cell,CETN4
ovary,Germ cell,CHEK1
ovary,Germ cell,CMTM2A
ovary,Germ cell,CMTM2B
ovary,Germ cell,COX6B2
ovary,Germ cell,COX7B2
ovary,Germ cell,COX8C
ovary,Germ cell,CREB3L4
ovary,Germ cell,CREB5
ovary,Germ cell,CREM
ovary,Germ cell,CRISP2
ovary,Germ cell,CST8
ovary,Germ cell,CYCT
ovary,Germ cell,CYPT12
ovary,Germ cell,CYPT4
ovary,Germ cell,DAZL
ovary,Germ cell,DBIL5
ovary,Germ cell,DDX4
ovary,Germ cell,DKKL1
ovary,Germ cell,DMC1
ovary,Germ cell,DMRT1
ovary,Germ cell,DMRTB1
ovary,Germ cell,DNAAF1
ovary,Germ cell,DNAH6
ovary,Germ cell,DNAJB3
ovary,Germ cell,DYNLT1
ovary,Germ cell,DYNLT1B
ovary,Germ cell,EGFR
ovary,Germ cell,EGR4
ovary,Germ cell,FABP9
ovary,Germ cell,FAM209
ovary,Germ cell,FAM229A
ovary,Germ cell,FAM71E1
ovary,Germ cell,FHL4
ovary,Germ cell,FHL5
ovary,Germ cell,FKBP6
ovary,Germ cell,GALNTL5
ovary,Germ cell,GAPDHS
ovary,Germ cell,GCNA
ovary,Germ cell,GDF9
ovary,Germ cell,GGNBP1
ovary,Germ cell,GLYPICAN-3
ovary,Germ cell,GPC3
ovary,Germ cell,GSG1
ovary,Germ cell,GSG2
ovary,Germ cell,GSTT4
ovary,Germ cell,GTSF1
ovary,Germ cell,H1FNT
ovary,Germ cell,H2AFB1
ovary,Germ cell,HILS1
ovary,Germ cell,HMGB4
ovary,Germ cell,HOOK1
ovary,Germ cell,HRASLS5
ovary,Germ cell,HSPB9
ovary,Germ cell,IQCF1
ovary,Germ cell,IQCF3
ovary,Germ cell,IRGC
ovary,Germ cell,IRGC1
ovary,Germ cell,KIF2B
ovary,Germ cell,KIT
ovary,Germ cell,LDHC
ovary,Germ cell,LELP1
ovary,Germ cell,LRRC18
ovary,Germ cell,LRRC46
ovary,Germ cell,LRRC57
ovary,Germ cell,MAEL
ovary,Germ cell,MAGEA4
ovary,Germ cell,MATER
